"","GEOID","NAME","TotPop","White","Black","AI","Asian","Pac_il","Other_Race","Multi_Race","MedInc","Pop25","HS","GED","Assoc","Bach","Mast","ProfDeg","Doct","TotalHouse","Occupied","Vacant","TotalOcc","Own","Rent"
"102","42101035200","Census Tract 352, Philadelphia County, Pennsylvania",4934,4348,211,0,261,0,59,55,81367,3965,1631,112,277,668,309,145,0,2275,2194,81,2194,1920,274
"103","42101001201","Census Tract 12.01, Philadelphia County, Pennsylvania",4243,3396,179,12,244,0,25,387,106871,3218,141,11,18,1078,868,455,330,2296,2083,213,2083,913,1170
"104","42101033101","Census Tract 331.01, Philadelphia County, Pennsylvania",5458,3373,1044,0,284,0,420,337,61250,3125,1121,87,463,247,117,40,57,1845,1705,140,1705,1311,394
"105","42101027000","Census Tract 270, Philadelphia County, Pennsylvania",2623,274,2057,0,179,0,21,92,83750,1648,261,22,101,518,209,44,14,1038,980,58,980,635,345
"106","42101027901","Census Tract 279.01, Philadelphia County, Pennsylvania",3773,55,3438,0,20,0,32,228,35914,2497,759,22,156,375,175,0,66,1615,1463,152,1463,792,671
"107","42101020102","Census Tract 201.02, Philadelphia County, Pennsylvania",3756,67,3646,16,0,0,27,0,37431,2629,1087,134,177,328,51,0,0,1734,1611,123,1611,1047,564
"108","42101026900","Census Tract 269, Philadelphia County, Pennsylvania",2486,626,1742,0,52,0,7,59,75101,2003,450,93,141,511,151,23,37,798,735,63,735,481,254
"109","42101013100","Census Tract 131, Philadelphia County, Pennsylvania",1666,594,920,0,108,0,0,44,30709,1189,235,15,36,374,206,6,39,959,851,108,851,159,692
"110","42101000806","Census Tract 8.06, Philadelphia County, Pennsylvania",2227,1836,39,0,275,0,0,77,166885,2054,17,0,30,841,316,548,176,1878,1617,261,1617,445,1172
"111","42101021200","Census Tract 212, Philadelphia County, Pennsylvania",2666,2099,368,0,59,0,103,37,93114,2017,334,66,32,611,400,75,92,1264,1245,19,1245,854,391
"112","42101024200","Census Tract 242, Philadelphia County, Pennsylvania",4555,719,3686,0,55,0,0,95,28063,2928,656,152,386,481,271,14,25,2086,1901,185,1901,617,1284
"113","42101015600","Census Tract 156, Philadelphia County, Pennsylvania",1671,593,438,0,0,0,592,48,41103,1144,352,35,22,220,57,14,65,691,549,142,549,190,359
"114","42101010500","Census Tract 105, Philadelphia County, Pennsylvania",4112,298,3663,8,105,0,22,16,28472,2886,942,215,144,283,152,0,0,1742,1493,249,1493,558,935
"115","42101020800","Census Tract 208, Philadelphia County, Pennsylvania",2508,1363,673,0,243,0,37,192,74432,1809,146,51,41,544,471,172,113,1489,1343,146,1343,498,845
"116","42101017601","Census Tract 176.01, Philadelphia County, Pennsylvania",4643,1572,321,8,0,0,2742,0,23761,2867,692,131,62,133,26,0,0,2134,1792,342,1792,871,921
"117","42101014900","Census Tract 149, Philadelphia County, Pennsylvania",4349,359,3428,0,0,0,395,167,25897,2793,1003,112,108,256,279,61,0,2413,2012,401,2012,791,1221
"118","42101031900","Census Tract 319, Philadelphia County, Pennsylvania",5509,1950,2193,161,173,0,707,325,45290,3367,1026,134,380,292,64,104,1,1980,1826,154,1826,1077,749
"119","42101001800","Census Tract 18, Philadelphia County, Pennsylvania",3299,2503,490,0,163,0,0,143,99125,2523,169,70,101,760,726,281,133,1819,1691,128,1691,943,748
"120","42101003701","Census Tract 37.01, Philadelphia County, Pennsylvania",6013,1333,2743,82,1236,0,384,235,63075,4523,1471,333,538,825,287,16,39,2777,2315,462,2315,1572,743
"121","42101017400","Census Tract 174, Philadelphia County, Pennsylvania",2644,82,2243,0,13,0,113,193,30679,1815,608,187,112,58,8,0,0,1139,1024,115,1024,487,537
"122","42101003902","Census Tract 39.02, Philadelphia County, Pennsylvania",5569,5300,0,0,113,0,0,156,69265,4450,1704,220,195,1144,140,32,0,2588,2352,236,2352,1720,632
"123","42101024000","Census Tract 240, Philadelphia County, Pennsylvania",4060,1410,2073,10,164,0,60,343,55748,2920,736,44,201,484,732,121,0,2177,1999,178,1999,632,1367
"124","42101014800","Census Tract 148, Philadelphia County, Pennsylvania",862,37,607,0,166,0,12,40,16064,627,131,13,28,59,9,33,0,598,452,146,452,51,401
"125","42101031000","Census Tract 310, Philadelphia County, Pennsylvania",8135,3915,1665,270,1416,0,241,628,53347,4585,1091,130,360,596,265,0,27,2357,2169,188,2169,1317,852
"126","42101013800","Census Tract 138, Philadelphia County, Pennsylvania",1806,565,986,0,83,33,33,106,59800,1403,257,12,58,255,275,41,18,1166,930,236,930,395,535
"127","42101001203","Census Tract 12.03, Philadelphia County, Pennsylvania",1973,1808,39,0,80,0,30,16,94449,1662,52,23,39,801,372,172,102,1225,1225,0,1225,274,951
"128","42101024100","Census Tract 241, Philadelphia County, Pennsylvania",1419,242,1007,0,0,0,15,155,14928,1270,357,54,175,107,90,18,5,671,637,34,637,108,529
"129","42101034200","Census Tract 342, Philadelphia County, Pennsylvania",3706,2592,737,0,205,0,24,148,58854,2987,757,61,203,826,337,62,6,1859,1738,121,1738,736,1002
"130","42101000902","Census Tract 9.02, Philadelphia County, Pennsylvania",2795,1982,125,43,518,0,70,57,67014,2268,218,29,23,977,304,293,107,1518,1433,85,1433,230,1203
"131","42101038500","Census Tract 385, Philadelphia County, Pennsylvania",1819,1608,47,0,47,0,2,115,107375,1496,130,12,47,474,413,183,89,994,897,97,897,544,353
"132","42101035100","Census Tract 351, Philadelphia County, Pennsylvania",3856,3227,299,0,185,0,4,141,62188,3437,1056,239,191,786,488,91,43,2241,2045,196,2045,1355,690
"133","42101035601","Census Tract 356.01, Philadelphia County, Pennsylvania",5458,3732,251,0,839,0,591,45,53480,4370,1193,117,525,1152,305,67,0,2432,2312,120,2312,1573,739
"134","42101031200","Census Tract 312, Philadelphia County, Pennsylvania",5319,998,3479,0,204,0,536,102,50336,3910,1142,255,369,544,153,49,12,1895,1795,100,1795,833,962
"135","42101019000","Census Tract 190, Philadelphia County, Pennsylvania",7782,1824,1115,0,107,0,4124,612,39297,4330,1559,364,304,245,70,7,0,2511,2384,127,2384,1563,821
"136","42101027401","Census Tract 274.01, Philadelphia County, Pennsylvania",2746,142,1570,2,689,0,143,200,43438,1897,443,76,96,209,46,2,0,1187,1064,123,1064,480,584
"137","42101031502","Census Tract 315.02, Philadelphia County, Pennsylvania",3758,1376,539,0,1067,0,318,458,40000,2397,872,20,28,385,69,44,0,1414,1362,52,1362,769,593
"138","42101010000","Census Tract 100, Philadelphia County, Pennsylvania",5100,219,4601,0,98,0,13,169,46147,2962,558,175,198,405,219,0,12,2029,1740,289,1740,1015,725
"139","42101035500","Census Tract 355, Philadelphia County, Pennsylvania",7724,5790,364,0,1181,0,22,367,61579,5623,1401,303,241,951,1019,91,89,3172,3058,114,3058,2259,799
"140","42101038400","Census Tract 384, Philadelphia County, Pennsylvania",2407,1980,205,0,98,0,1,123,95455,1977,387,15,129,602,292,78,25,1048,1030,18,1030,829,201
"141","42101980001","Census Tract 9800.01, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","42101023900","Census Tract 239, Philadelphia County, Pennsylvania",1800,529,983,0,92,0,0,196,41917,1347,251,19,58,334,195,37,6,1311,1131,180,1131,148,983
"143","42101030800","Census Tract 308, Philadelphia County, Pennsylvania",5443,2378,1127,0,785,0,569,584,58449,3820,1136,248,337,679,191,29,7,2043,1843,200,1843,1393,450
"144","42101002300","Census Tract 23, Philadelphia County, Pennsylvania",2977,2093,21,0,642,0,121,100,85577,2348,272,49,47,676,288,185,91,1343,1234,109,1234,597,637
"145","42101010800","Census Tract 108, Philadelphia County, Pennsylvania",4396,286,3377,84,186,0,5,458,24706,2542,672,137,135,436,99,47,8,2179,1852,327,1852,544,1308
"146","42101033900","Census Tract 339, Philadelphia County, Pennsylvania",2962,1522,1000,0,222,0,62,156,52841,2219,708,131,67,472,238,24,53,1533,1444,89,1444,713,731
"147","42101980902","Census Tract 9809.02, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","42101033400","Census Tract 334, Philadelphia County, Pennsylvania",5676,2680,1222,0,1397,0,191,186,49748,3882,1435,150,261,643,284,41,95,2186,2107,79,2107,1210,897
"149","42101002100","Census Tract 21, Philadelphia County, Pennsylvania",2381,1014,1029,0,234,0,10,94,92955,1950,344,23,230,542,218,14,56,1134,948,186,948,606,342
"150","42101033701","Census Tract 337.01, Philadelphia County, Pennsylvania",7215,3709,1813,0,898,0,439,356,47109,4648,1509,360,249,782,264,184,37,2628,2504,124,2504,928,1576
"151","42101033200","Census Tract 332, Philadelphia County, Pennsylvania",3088,1640,148,0,1006,0,292,2,70750,2074,588,74,94,223,239,60,6,1129,1078,51,1078,836,242
"152","42101021300","Census Tract 213, Philadelphia County, Pennsylvania",3225,2646,358,0,53,0,21,147,79464,2717,413,47,175,829,517,126,126,1678,1576,102,1576,850,726
"153","42101000404","Census Tract 4.04, Philadelphia County, Pennsylvania",3260,2656,113,0,426,0,0,65,90504,3053,289,60,31,1178,829,184,174,2749,2323,426,2323,1017,1306
"154","42101028901","Census Tract 289.01, Philadelphia County, Pennsylvania",4445,1019,610,147,376,0,1983,310,35360,2490,1157,291,130,80,40,8,0,1362,1335,27,1335,848,487
"155","42101006100","Census Tract 61, Philadelphia County, Pennsylvania",2784,168,2437,0,161,0,0,18,37521,1900,558,61,183,199,65,0,0,1303,1193,110,1193,832,361
"156","42101019501","Census Tract 195.01, Philadelphia County, Pennsylvania",4942,1210,307,141,0,0,2853,431,20486,3130,710,288,352,169,43,0,11,2037,1817,220,1817,620,1197
"157","42101007400","Census Tract 74, Philadelphia County, Pennsylvania",4535,406,3255,0,114,0,23,737,43654,2925,1206,121,102,429,163,0,11,2195,1792,403,1792,809,983
"158","42101002000","Census Tract 20, Philadelphia County, Pennsylvania",2004,660,1014,7,162,0,35,126,71379,1709,306,38,124,420,368,101,25,1277,1082,195,1082,663,419
"159","42101000401","Census Tract 4.01, Philadelphia County, Pennsylvania",2573,1595,375,0,475,0,0,128,67188,2277,122,0,61,953,532,246,135,2183,1849,334,1849,628,1221
"160","42101016800","Census Tract 168, Philadelphia County, Pennsylvania",3440,254,2956,0,21,0,129,80,14798,2270,730,142,241,52,113,0,15,1844,1508,336,1508,748,760
"161","42101024600","Census Tract 246, Philadelphia County, Pennsylvania",2647,160,2318,72,27,0,9,61,29468,1702,488,195,25,108,165,0,0,1354,1028,326,1028,303,725
"162","42101009801","Census Tract 98.01, Philadelphia County, Pennsylvania",2455,192,2175,0,41,0,0,47,68165,1672,353,137,70,257,113,10,14,1109,1051,58,1051,640,411
"163","42101021900","Census Tract 219, Philadelphia County, Pennsylvania",1437,1240,100,0,7,0,20,70,67083,1059,217,13,87,252,191,7,38,716,645,71,645,566,79
"164","42101029300","Census Tract 293, Philadelphia County, Pennsylvania",3048,1320,428,0,0,0,1108,192,NA,2006,494,206,97,169,195,0,0,1312,1187,125,1187,586,601
"165","42101017201","Census Tract 172.01, Philadelphia County, Pennsylvania",3031,126,2905,0,0,0,0,0,NA,2430,815,57,141,41,105,0,0,1701,1484,217,1484,1010,474
"166","42101021700","Census Tract 217, Philadelphia County, Pennsylvania",6134,4573,1036,0,34,0,37,454,88998,4815,1032,153,531,1321,600,165,10,2687,2641,46,2641,2118,523
"167","42101018801","Census Tract 188.01, Philadelphia County, Pennsylvania",3504,1038,280,0,0,0,1581,605,20120,2128,841,207,158,55,0,0,0,1478,1233,245,1233,579,654
"168","42101980903","Census Tract 9809.03, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","42101008302","Census Tract 83.02, Philadelphia County, Pennsylvania",4561,14,4420,53,0,0,0,74,25151,3106,1310,169,159,211,91,0,49,2181,1864,317,1864,795,1069
"170","42101016701","Census Tract 167.01, Philadelphia County, Pennsylvania",3579,149,3349,0,0,0,27,54,35425,2181,691,81,317,272,16,0,0,1867,1526,341,1526,893,633
"171","42101028100","Census Tract 281, Philadelphia County, Pennsylvania",4317,388,3619,0,0,0,208,102,46378,3239,1279,30,132,253,242,0,0,1962,1917,45,1917,1349,568
"172","42101034502","Census Tract 345.02, Philadelphia County, Pennsylvania",5644,2703,1445,0,1196,0,0,300,49636,3882,1001,143,179,806,602,83,14,2469,2371,98,2371,960,1411
"173","42101026800","Census Tract 268, Philadelphia County, Pennsylvania",4614,450,3611,31,74,0,129,319,41220,3521,1225,128,397,489,257,8,57,2279,2014,265,2014,606,1408
"174","42101007101","Census Tract 71.01, Philadelphia County, Pennsylvania",2642,147,2352,0,34,0,23,86,34552,1546,554,49,132,27,45,0,0,1099,809,290,809,345,464
"175","42101034803","Census Tract 348.03, Philadelphia County, Pennsylvania",3859,3208,76,12,78,0,323,162,85070,2987,1064,143,248,503,209,173,0,1748,1642,106,1642,1363,279
"176","42101009600","Census Tract 96, Philadelphia County, Pennsylvania",3775,0,3579,0,2,50,136,8,45984,2345,726,49,92,207,148,0,0,2226,1553,673,1553,831,722
"177","42101000801","Census Tract 8.01, Philadelphia County, Pennsylvania",1670,1244,29,0,170,0,0,227,126905,1256,24,0,21,497,264,272,135,1095,952,143,952,286,666
"178","42101012100","Census Tract 121, Philadelphia County, Pennsylvania",3219,642,2320,0,94,0,32,131,47875,2606,460,71,114,502,527,113,37,1717,1623,94,1623,487,1136
"179","42101030900","Census Tract 309, Philadelphia County, Pennsylvania",4425,1490,1943,0,284,0,244,464,46980,2720,969,260,273,347,41,60,0,1564,1498,66,1498,754,744
"180","42101021400","Census Tract 214, Philadelphia County, Pennsylvania",3748,3320,251,0,10,0,0,167,77686,2966,165,120,112,1444,456,143,193,2227,1935,292,1935,669,1266
"181","42101013702","Census Tract 137.02, Philadelphia County, Pennsylvania",4063,1423,2442,0,81,0,0,117,50185,2851,696,35,21,715,464,95,51,2055,1790,265,1790,806,984
"182","42101035301","Census Tract 353.01, Philadelphia County, Pennsylvania",5419,4517,108,19,106,0,101,568,80980,3867,1262,153,513,621,130,19,38,2194,2105,89,2105,1496,609
"183","42101008400","Census Tract 84, Philadelphia County, Pennsylvania",5074,77,4281,0,181,0,46,489,49417,3073,877,35,183,262,212,16,10,1967,1720,247,1720,1028,692
"184","42101034000","Census Tract 340, Philadelphia County, Pennsylvania",2970,2543,125,35,185,0,68,14,94545,2297,762,119,118,455,146,34,55,1213,1202,11,1202,1050,152
"185","42101029100","Census Tract 291, Philadelphia County, Pennsylvania",4287,723,1426,0,915,0,1122,101,24000,2945,573,70,52,472,40,0,0,1803,1704,99,1704,531,1173
"186","42101007200","Census Tract 72, Philadelphia County, Pennsylvania",4486,121,3682,0,37,0,96,550,38704,2530,967,43,77,395,148,13,0,1943,1618,325,1618,743,875
"187","42101038100","Census Tract 381, Philadelphia County, Pennsylvania",887,477,170,0,3,0,73,164,32773,651,286,26,6,53,16,0,0,372,348,24,348,146,202
"188","42101027100","Census Tract 271, Philadelphia County, Pennsylvania",2530,260,1780,0,344,0,37,109,54725,1905,491,96,236,258,66,0,104,1049,1014,35,1014,761,253
"189","42101031101","Census Tract 311.01, Philadelphia County, Pennsylvania",4748,993,1713,0,724,0,871,447,42842,2938,1207,132,124,430,100,0,0,1939,1788,151,1788,876,912
"190","42101005500","Census Tract 55, Philadelphia County, Pennsylvania",6525,687,5171,12,103,0,89,463,65706,4706,1389,275,413,1111,207,102,0,2883,2798,85,2798,1708,1090
"191","42101027402","Census Tract 274.02, Philadelphia County, Pennsylvania",7408,1116,4344,0,442,0,1156,350,61895,4347,1286,62,151,319,17,36,30,2499,2453,46,2453,2081,372
"192","42101004002","Census Tract 40.02, Philadelphia County, Pennsylvania",5199,4058,215,0,586,0,0,340,68523,3698,1452,196,125,534,282,156,26,2448,2269,179,2269,1671,598
"193","42101032300","Census Tract 323, Philadelphia County, Pennsylvania",3652,1579,1300,0,0,0,285,488,32859,2128,810,95,206,138,60,13,0,1674,1505,169,1505,828,677
"194","42101015800","Census Tract 158, Philadelphia County, Pennsylvania",7248,5900,386,0,271,0,95,596,101365,5731,655,119,177,2138,1186,181,197,3312,3295,17,3295,1943,1352
"195","42101028200","Census Tract 282, Philadelphia County, Pennsylvania",4840,95,4209,0,352,0,41,143,30611,3619,1528,42,174,391,77,0,0,2351,2216,135,2216,1113,1103
"196","42101030700","Census Tract 307, Philadelphia County, Pennsylvania",4596,1474,1964,50,182,0,313,613,50742,3091,720,66,303,597,313,21,26,2005,1885,120,1885,594,1291
"197","42101009400","Census Tract 94, Philadelphia County, Pennsylvania",3895,85,3562,0,0,0,27,221,22438,2465,829,161,144,117,23,0,5,2126,1803,323,1803,571,1232
"198","42101000702","Census Tract 7.02, Philadelphia County, Pennsylvania",2181,1106,110,18,683,0,156,108,54121,2077,111,0,62,776,604,119,161,1677,1511,166,1511,294,1217
"199","42101008702","Census Tract 87.02, Philadelphia County, Pennsylvania",2896,1606,425,0,538,0,192,135,33902,1897,181,65,6,580,406,126,320,1868,1589,279,1589,144,1445
"200","42101032600","Census Tract 326, Philadelphia County, Pennsylvania",7991,4541,989,0,1189,0,891,381,64488,5142,1806,375,419,497,420,41,35,3021,2919,102,2919,2260,659
"201","42101013402","Census Tract 134.02, Philadelphia County, Pennsylvania",2985,2301,229,16,93,0,183,163,82434,2295,118,0,103,989,498,370,74,2011,1851,160,1851,502,1349
"202","42101031300","Census Tract 313, Philadelphia County, Pennsylvania",7700,2679,1836,0,1383,0,1105,697,53735,4890,2290,21,341,247,3,0,18,2490,2398,92,2398,957,1441
"203","42101003901","Census Tract 39.01, Philadelphia County, Pennsylvania",6400,4772,375,0,976,0,78,199,55876,5201,1147,185,476,1332,500,66,46,3285,3036,249,3036,1359,1677
"204","42101010300","Census Tract 103, Philadelphia County, Pennsylvania",2757,35,2695,0,0,0,27,0,30680,1772,961,35,124,92,23,0,0,1305,980,325,980,356,624
"205","42101014000","Census Tract 140, Philadelphia County, Pennsylvania",4751,1449,2652,0,200,0,213,237,59432,3023,663,29,235,789,397,194,37,2225,1949,276,1949,427,1522
"206","42101001600","Census Tract 16, Philadelphia County, Pennsylvania",2349,2046,122,0,113,0,24,44,147782,1913,102,0,88,839,363,285,94,1377,1195,182,1195,584,611
"207","42101030501","Census Tract 305.01, Philadelphia County, Pennsylvania",5104,436,3266,12,273,0,758,359,39863,2984,1130,192,250,190,62,35,0,1903,1762,141,1762,1000,762
"208","42101011000","Census Tract 110, Philadelphia County, Pennsylvania",2950,394,2328,0,13,0,148,67,15870,1674,532,170,72,147,24,0,18,1863,1388,475,1388,512,876
"209","42101026301","Census Tract 263.01, Philadelphia County, Pennsylvania",3676,82,3424,0,0,0,32,138,49732,2691,830,12,197,406,241,5,98,1691,1534,157,1534,1313,221
"210","42101001302","Census Tract 13.02, Philadelphia County, Pennsylvania",5086,3668,1015,0,243,0,56,104,109458,3559,322,80,65,991,851,577,512,2304,2066,238,2066,1168,898
"211","42101004104","Census Tract 41.04, Philadelphia County, Pennsylvania",4143,1607,0,0,2054,0,94,388,54597,2959,945,240,178,627,141,0,5,1383,1352,31,1352,735,617
"212","42101014100","Census Tract 141, Philadelphia County, Pennsylvania",2781,579,1770,26,302,0,45,59,18736,2006,530,41,39,375,124,30,44,1271,1221,50,1221,255,966
"213","42101038800","Census Tract 388, Philadelphia County, Pennsylvania",3783,2336,938,0,65,0,0,444,84632,2818,224,129,70,803,696,319,169,1924,1643,281,1643,1012,631
"214","42101036600","Census Tract 366, Philadelphia County, Pennsylvania",2337,1723,153,25,350,0,0,86,144659,1972,87,0,139,903,298,191,92,1434,1205,229,1205,570,635
"215","42101012501","Census Tract 125.01, Philadelphia County, Pennsylvania",1932,1235,264,0,342,0,0,91,68138,1688,313,0,54,453,428,265,32,1418,1096,322,1096,0,1096
"216","42101012204","Census Tract 122.04, Philadelphia County, Pennsylvania",3845,550,2970,22,162,0,55,86,58548,3211,563,3,133,773,638,91,57,2063,1867,196,1867,919,948
"217","42101012502","Census Tract 125.02, Philadelphia County, Pennsylvania",3697,2520,300,0,719,0,46,112,81262,3237,354,0,57,943,852,476,283,2854,2630,224,2630,438,2192
"218","42101000101","Census Tract 1.01, Philadelphia County, Pennsylvania",2004,1683,28,0,157,0,99,37,104052,1759,52,0,0,811,510,250,110,1450,1350,100,1350,366,984
"219","42101028000","Census Tract 280, Philadelphia County, Pennsylvania",4294,44,4149,0,0,0,1,100,31797,2955,606,127,219,208,112,2,0,2005,1735,270,1735,1107,628
"220","42101017701","Census Tract 177.01, Philadelphia County, Pennsylvania",3420,502,956,0,62,0,1845,55,23491,2107,670,78,179,136,16,17,0,1440,1210,230,1210,440,770
"221","42101980100","Census Tract 9801, Philadelphia County, Pennsylvania",296,288,0,1,0,0,0,7,96181,128,0,0,54,0,62,4,8,65,65,0,65,58,7
"222","42101980200","Census Tract 9802, Philadelphia County, Pennsylvania",392,261,103,0,2,0,6,20,NA,364,194,7,0,47,23,9,0,17,17,0,17,17,0
"223","42101037700","Census Tract 377, Philadelphia County, Pennsylvania",5065,2005,1980,0,235,0,517,328,19437,1755,873,0,46,204,10,0,22,1758,1467,291,1467,242,1225
"224","42101028600","Census Tract 286, Philadelphia County, Pennsylvania",7281,462,4280,0,277,0,2125,137,53005,4663,1457,743,216,257,90,123,0,2749,2605,144,2605,1481,1124
"225","42101033800","Census Tract 338, Philadelphia County, Pennsylvania",6903,4868,958,26,186,0,659,206,64940,5235,2020,52,453,834,137,52,91,2643,2643,0,2643,1492,1151
"226","42101039100","Census Tract 391, Philadelphia County, Pennsylvania",3536,17,3437,0,23,0,0,59,30077,1891,860,136,60,119,25,0,0,1195,1161,34,1161,181,980
"227","42101003200","Census Tract 32, Philadelphia County, Pennsylvania",3946,784,2382,9,212,0,176,383,46500,2813,946,47,266,598,126,41,10,2089,1632,457,1632,980,652
"228","42101024500","Census Tract 245, Philadelphia County, Pennsylvania",4367,148,4121,0,35,0,0,63,18253,2405,746,62,67,407,104,0,13,1874,1657,217,1657,703,954
"229","42101008200","Census Tract 82, Philadelphia County, Pennsylvania",6911,278,6555,0,0,0,20,58,31805,4652,2031,95,359,570,360,0,85,3395,2998,397,2998,2033,965
"230","42101020500","Census Tract 205, Philadelphia County, Pennsylvania",3160,127,2804,0,127,0,20,82,NA,2591,1182,72,119,48,47,59,7,1802,1706,96,1706,584,1122
"231","42101007700","Census Tract 77, Philadelphia County, Pennsylvania",1991,1100,363,0,276,0,58,194,46667,998,81,40,42,411,174,27,91,823,728,95,728,94,634
"232","42101005600","Census Tract 56, Philadelphia County, Pennsylvania",1171,61,1019,0,2,0,17,72,42661,838,424,15,38,32,36,0,45,727,662,65,662,67,595
"233","42101008701","Census Tract 87.01, Philadelphia County, Pennsylvania",3178,1648,388,50,853,0,37,202,47566,2313,105,0,105,482,777,50,443,2058,1773,285,1773,267,1506
"234","42101016001","Census Tract 160.01, Philadelphia County, Pennsylvania",2410,2118,266,0,0,0,0,26,85380,1753,287,36,86,646,258,41,54,1257,1129,128,1129,851,278
"235","42101019200","Census Tract 192, Philadelphia County, Pennsylvania",8667,1311,1771,32,651,0,4516,386,21638,4161,1639,218,396,134,23,0,0,2923,2455,468,2455,1188,1267
"236","42101037500","Census Tract 375, Philadelphia County, Pennsylvania",3449,1326,1579,0,320,0,32,192,75000,2382,266,133,279,463,469,204,114,1515,1352,163,1352,811,541
"237","42101980906","Census Tract 9809.06, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","42101002200","Census Tract 22, Philadelphia County, Pennsylvania",2482,1073,1171,0,92,0,113,33,65598,1926,240,78,50,496,289,104,61,1430,1157,273,1157,518,639
"239","42101035900","Census Tract 359, Philadelphia County, Pennsylvania",5159,3609,43,0,1201,0,220,86,58772,4064,1354,143,326,977,204,74,118,2337,2159,178,2159,1457,702
"240","42101002900","Census Tract 29, Philadelphia County, Pennsylvania",4096,3060,127,0,357,0,37,515,76394,3419,476,26,95,1164,682,196,97,2319,2229,90,2229,1412,817
"241","42101017500","Census Tract 175, Philadelphia County, Pennsylvania",6663,1820,1903,0,0,0,2934,6,23255,4616,1515,194,174,70,0,0,0,3007,2635,372,2635,1358,1277
"242","42101001301","Census Tract 13.01, Philadelphia County, Pennsylvania",1924,963,552,0,171,0,13,225,174327,1421,57,0,165,570,433,67,89,859,795,64,795,523,272
"243","42101023100","Census Tract 231, Philadelphia County, Pennsylvania",1293,1179,23,0,40,0,30,21,129571,943,48,28,7,326,159,133,127,579,522,57,522,339,183
"244","42101011300","Census Tract 113, Philadelphia County, Pennsylvania",3533,78,3455,0,0,0,0,0,40326,2240,617,56,135,364,170,0,0,1490,1272,218,1272,896,376
"245","42101027902","Census Tract 279.02, Philadelphia County, Pennsylvania",4762,1469,2732,0,217,0,50,294,33702,1583,602,56,154,119,117,4,15,1198,1089,109,1089,391,698
"246","42101036901","Census Tract 369.01, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247","42101003100","Census Tract 31, Philadelphia County, Pennsylvania",5227,1449,3031,58,88,0,440,161,71054,3657,851,117,213,784,401,194,85,2531,2296,235,2296,1379,917
"248","42101004103","Census Tract 41.03, Philadelphia County, Pennsylvania",4751,1137,191,0,1391,0,1747,285,42675,2738,971,4,116,282,100,42,0,1449,1351,98,1351,711,640
"249","42101008101","Census Tract 81.01, Philadelphia County, Pennsylvania",3320,294,3026,0,0,0,0,0,44261,1973,543,11,166,219,72,0,0,1283,1075,208,1075,568,507
"250","42101021500","Census Tract 215, Philadelphia County, Pennsylvania",3958,2894,679,15,161,0,108,101,94735,3257,367,5,119,1369,526,191,27,2065,1985,80,1985,1137,848
"251","42101015300","Census Tract 153, Philadelphia County, Pennsylvania",4242,1635,2009,0,468,0,84,46,25871,1438,558,24,34,131,91,0,0,1772,1289,483,1289,307,982
"252","42101028400","Census Tract 284, Philadelphia County, Pennsylvania",3751,322,2997,0,334,0,15,83,21670,2377,950,212,126,42,15,0,0,1479,1363,116,1363,751,612
"253","42101011800","Census Tract 118, Philadelphia County, Pennsylvania",5588,112,5306,0,62,0,10,98,38642,3920,1042,0,208,673,613,28,33,2488,2151,337,2151,1894,257
"254","42101013900","Census Tract 139, Philadelphia County, Pennsylvania",2903,1215,1335,15,12,0,179,147,45175,2267,345,29,35,508,325,30,15,1554,1317,237,1317,358,959
"255","42101031800","Census Tract 318, Philadelphia County, Pennsylvania",4299,1249,1846,0,176,0,367,661,57094,2815,715,207,220,448,63,50,18,1954,1855,99,1855,1208,647
"256","42101035302","Census Tract 353.02, Philadelphia County, Pennsylvania",4600,3382,354,42,226,0,69,527,58750,3091,1202,105,168,554,162,25,10,1849,1721,128,1721,1123,598
"257","42101013701","Census Tract 137.01, Philadelphia County, Pennsylvania",1557,989,373,0,117,0,21,57,84189,1370,112,38,30,658,304,47,0,1064,972,92,972,360,612
"258","42101017300","Census Tract 173, Philadelphia County, Pennsylvania",2764,198,2263,43,1,0,239,20,31935,1565,464,59,73,223,116,0,0,1297,1146,151,1146,449,697
"259","42101000102","Census Tract 1.02, Philadelphia County, Pennsylvania",2752,2511,82,0,76,0,48,35,91944,2367,62,0,20,1067,531,422,90,2057,1840,217,1840,658,1182
"260","42101017900","Census Tract 179, Philadelphia County, Pennsylvania",5742,2131,1059,0,140,0,1801,611,44468,3811,1240,209,477,254,399,43,30,2779,2450,329,2450,1354,1096
"261","42101004101","Census Tract 41.01, Philadelphia County, Pennsylvania",5029,2071,535,0,1888,0,294,241,60925,3668,809,18,215,640,380,78,0,2335,1964,371,1964,1256,708
